217	2
472	1
339	3
938	3
895	2
22	0
387	1
480	1
601	2
240	2
958	1
305	1
384	1
79	1
1036	2
1029	0
200	1
50	2
380	1
727	0
196	1
194	2
715	2
828	1
321	2
744	2
333	2
641	1
843	2
167	2
812	2
802	1
822	2
885	1
988	2
314	2
465	2
548	1
986	1
402	2
780	2
326	1
627	1
297	1
108	1
918	1
225	2
470	0
617	1
24	1
928	2
428	1
834	1
117	1
396	2
643	1
972	2
919	2
137	2
255	1
131	2
412	0
417	2
797	1
397	2
231	2
847	1
814	2
121	2
12	1
105	1
1055	2
966	2
687	1
453	2
536	2
501	2
123	1
793	2
405	0
708	1
446	0
54	0
1011	0
767	0
246	0
887	0
571	0
519	0
129	0
234	0
1035	0
148	0
541	0
437	0
707	0
731	0
76	0
168	0
354	0
189	1
330	1
987	1
713	0
98	1
515	0
119	1
352	1
228	1
892	1
425	1
925	0
493	1
676	1
719	0
967	1
27	0
801	0
382	1
60	1
664	1
826	1
209	1
1022	1
610	1
264	1
691	1
440	1
658	1
969	1
562	0
607	0
1049	1
73	1
690	1
685	1
1042	1
553	1
304	0
983	1
796	1
870	1
439	1
458	1
414	1
152	0
444	0
760	1
162	1
233	1
289	1
46	0
769	1
922	1
28	1
866	1
705	0
418	1
632	1
45	1
367	1
94	1
423	1
867	1
239	1
908	1
848	1
315	0
612	1
109	1
901	1
770	1
602	1
422	1
435	1
546	1
452	1
416	1
650	1
338	1
186	1
309	1
487	1
946	1
873	1
561	1
974	0
150	1
521	0
539	0
696	0
736	0
741	1
343	1
130	1
692	1
833	0
558	0
956	1
1046	0
259	1
82	1
1033	1
1031	1
953	1
271	1
545	1
156	1
1037	1
146	0
401	1
171	0
710	1
244	1
720	1
652	1
586	0
260	1
81	1
507	1
579	1
896	1
432	0
625	1
740	1
508	1
559	1
413	1
389	1
128	0
393	1
191	0
273	1
580	1
379	0
385	0
348	1
746	1
411	1
604	1
578	1
204	1
366	1
478	0
1015	1
1009	1
653	1
914	1
748	1
349	1
242	1
5	1
774	1
1044	1
161	0
689	1
768	1
436	1
921	1
572	1
166	1
879	0
61	1
583	1
182	1
197	0
909	0
17	1
662	1
80	1
311	1
1008	1
195	0
933	1
577	1
950	1
445	1
871	1
560	1
227	1
190	0
917	1
524	0
525	1
284	1
25	1
531	1
674	1
611	1
680	1
172	1
851	1
576	1
815	1
1053	1
975	1
434	0
427	1
981	1
1038	1
779	1
43	1
655	1
659	1
104	1
340	1
179	1
358	1
749	1
764	0
38	1
592	1
450	1
208	0
159	1
526	1
759	1
74	1
253	1
778	1
712	1
3	1
1023	1
70	1
683	1
202	1
832	1
261	1
136	1
263	0
53	1
992	0
1021	1
158	1
888	0
258	0
926	0
7	1
817	1
673	1
711	0
775	0
328	1
88	0
285	1
648	1
949	1
331	0
188	0
758	1
318	1
1034	1
924	1
30	1
794	1
381	1
910	1
10	1
668	0
563	1
386	1
249	1
409	1
238	1
905	1
554	1
858	1
573	1
336	1
346	1
218	1
564	1
552	1
298	0
361	1
245	1
542	1
1054	1
115	1
403	1
671	1
805	1
224	1
878	1
1017	1
977	1
69	1
511	0
998	1
686	1
222	1
84	1
807	1
742	1
13	1
400	1
337	1
176	1
265	1
291	1
629	1
35	1
324	1
639	0
752	1
133	1
856	1
995	0
891	1
723	1
506	1
357	1
657	1
889	1
852	1
735	1
372	0
376	1
49	1
68	1
494	1
661	1
55	0
92	1
547	1
132	1
842	1
322	1
199	1
619	0
510	1
306	1
247	1
729	1
931	1
320	1
581	1
640	1
738	1
936	1
695	1
237	1
850	1
58	1
755	1
177	1
360	1
327	1
173	1
300	1
516	1
609	0
633	1
535	0
800	1
99	1
1026	1
512	1
590	1
660	1
96	1
443	1
806	1
118	1
433	1
614	1
942	0
722	0
230	0
213	1
897	1
475	1
750	1
170	0
280	1
557	1
26	1
9	1
716	1
523	1
528	0
534	1
836	0
837	1
813	1
15	1
930	0
868	1
527	1
406	1
540	1
725	1
598	1
721	1
622	1
835	1
201	1
394	0
718	1
939	1
757	1
220	1
623	0
991	1
763	1
666	1
964	1
147	1
703	1
65	1
605	1
484	1
456	0
426	1
375	1
302	1
993	1
845	1
644	0
216	0
37	1
733	1
378	1
72	1
1056	1
126	0
16	1
388	1
927	1
107	1
83	1
726	1
468	0
317	1
791	1
693	1
369	1
615	1
589	1
371	1
329	0
787	1
734	0
365	1
915	1
588	1
283	1
415	1
1000	0
424	1
307	1
275	1
39	0
883	1
448	1
766	1
876	0
672	0
881	1
399	1
1014	1
893	1
102	1
679	1
626	1
112	1
600	1
678	1
859	1
11	1
4	0
709	1
342	1
756	1
789	0
628	1
944	1
125	1
502	1
630	1
270	1
596	1
886	1
359	1
293	1
332	1
138	0
996	1
771	0
899	1
951	0
549	1
36	1
286	1
792	1
142	1
1057	1
41	1
776	1
751	1
960	1
538	0
945	1
968	1
959	1
677	1
556	1
75	1
880	0
798	0
219	1
276	1
551	1
407	0
408	1
762	1
374	1
278	1
773	1
1041	1
1025	0
67	1
205	1
669	0
670	1
169	1
477	1
788	1
902	0
464	1
1012	1
811	1
1030	1
984	1
262	1
42	1
207	1
57	1
153	1
1002	1
667	1
51	0
127	1
77	1
743	1
71	1
377	1
636	0
635	0
20	1
875	1
254	1
1004	1
180	1
160	1
584	1
839	0
532	1
214	1
32	1
566	1
638	1
517	1
21	1
1003	1
1018	1
154	1
192	1
488	0
962	1
682	1
392	0
34	0
882	1
1027	1
248	1
438	1
903	1
235	1
555	1
491	1
490	1
274	1
948	1
754	1
40	0
479	1
970	1
700	0
963	1
256	1
857	1
165	1
292	1
97	1
1005	0
934	1
267	1
761	1
232	1
599	1
1050	1
912	1
449	1
582	0
187	1
344	0
351	1
383	1
447	1
110	1
567	1
810	1
820	0
846	0
431	0
784	1
497	1
570	1
702	1
419	0
467	1
699	1
78	1
210	1
907	1
587	1
1019	1
193	1
831	1
651	0
603	1
1007	1
251	1
290	1
294	1
325	0
782	1
139	1
486	1
164	1
